"carat","cut","color","clarity","depth","table","price","x","y","z"
2.01,"Premium","I","SI1",62.4,61,15707,8.01,7.99,4.99
0.9,"Ideal","H","VVS2",62,57,4924,6.15,6.2,3.83
1.01,"Very Good","E","SI1",58.2,59,5132,6.54,6.59,3.82
0.34,"Very Good","G","VVS1",59,62,835,4.56,4.6,2.7
0.72,"Very Good","E","SI2",59.9,57,2573,5.85,5.9,3.52
0.57,"Premium","J","VS1",62.2,58,1606,5.34,5.3,3.31
1.28,"Ideal","G","IF",60.8,57,11372,7.02,7.05,4.28
0.71,"Ideal","E","VVS1",62,56,4802,5.69,5.73,3.54
0.37,"Ideal","F","VS2",61.1,57,746,4.63,4.67,2.84
1.02,"Very Good","E","VS2",60.3,60,6103,6.58,6.48,3.94
0.5,"Ideal","F","VS1",62.1,55,1731,5.08,5.12,3.17
1.51,"Good","J","SI2",58.1,64,6104,7.53,7.57,4.39
0.54,"Ideal","E","SI1",60.5,57,1637,5.3,5.28,3.2
0.72,"Ideal","G","SI2",61.3,56,2451,5.76,5.81,3.55
1.1,"Good","H","SI1",63.6,58,5131,6.55,6.5,4.15
2.5,"Premium","H","SI2",62.4,59,15934,8.61,8.54,5.35
0.41,"Ideal","G","IF",62.4,54,1431,4.78,4.74,2.97
1.08,"Ideal","G","IF",62.3,56,9831,6.55,6.59,4.09
2.39,"Premium","H","SI1",61.8,58,15917,8.57,8.52,5.28
1,"Ideal","E","SI1",61.6,55,5880,6.45,6.43,3.97
0.73,"Ideal","D","SI1",61.9,56,3189,5.8,5.77,3.58
0.51,"Ideal","H","VS2",60.1,60,1428,5.19,5.14,3.1
1.71,"Good","D","SI1",64.1,59,14426,7.51,7.46,4.8
1.24,"Ideal","F","VS1",61.5,54,10138,6.93,6.89,4.25
0.39,"Very Good","G","VS1",60.3,59,790,4.71,4.77,2.86
0.24,"Very Good","F","VVS1",62.3,56,608,3.97,4.01,2.49
0.31,"Very Good","I","SI1",62.3,58,418,4.35,4.38,2.72
1.03,"Ideal","G","VS1",60.8,57,7587,6.55,6.57,3.99
0.7,"Ideal","H","VS2",62.6,54,2475,5.7,5.73,3.58
0.3,"Premium","D","VS2",62.6,61,911,4.25,4.22,2.65
0.54,"Very Good","E","SI1",62.2,61,1320,5.24,5.15,3.23
0.3,"Ideal","J","VS2",62.1,56,384,4.29,4.34,2.68
0.51,"Very Good","E","VS1",61,59,1717,5.13,5.17,3.14
1.56,"Very Good","I","VS2",59.7,60,9231,7.53,7.58,4.51
0.34,"Ideal","E","SI1",61.9,55,565,4.51,4.53,2.8
0.42,"Very Good","D","SI1",63,57,756,4.77,4.81,3.02
0.57,"Very Good","F","VVS2",63.2,56,1902,5.28,5.32,3.35
0.27,"Ideal","H","VS1",62.3,54,500,4.16,4.19,2.6
1.83,"Premium","I","VS2",60.5,60,10043,7.93,7.86,4.78
0.52,"Ideal","H","VS1",61.4,56,1408,5.2,5.23,3.2
2,"Fair","I","SI2",69.1,56,8736,7.84,7.7,5.37
0.54,"Good","D","SI1",63.7,57,1310,5.22,5.14,3.3
0.9,"Very Good","D","SI1",62.3,53,5123,6.2,6.22,3.87
0.91,"Good","F","VS1",63.5,56,4823,6.14,6.18,3.91
0.39,"Premium","E","VVS1",60.7,58,1362,4.73,4.69,2.86
1,"Ideal","E","SI1",61.5,57,4864,6.41,6.47,3.96
0.57,"Ideal","H","VS2",61.6,57,1655,5.35,5.37,3.3
1.07,"Ideal","F","SI2",61.6,56,4954,0,6.62,0
0.31,"Ideal","D","VS2",62.6,56,734,4.33,4.36,2.72
0.53,"Ideal","H","SI1",62.6,56,1077,5.28,5.1,3.25
0.26,"Premium","H","VS1",62.3,59,382,4.06,4.1,2.54
1.27,"Premium","J","VS1",62.6,59,5518,6.88,6.92,4.32
0.9,"Fair","E","SI2",65,58,2930,6.08,6.04,3.94
0.6,"Ideal","G","VS2",62.1,57,1625,5.36,5.43,3.35
1.02,"Ideal","G","VS2",62.6,56,6591,6.4,6.44,4.02
0.26,"Very Good","E","VVS1",59.9,58,597,4.17,4.18,2.5
0.34,"Ideal","D","SI1",62,56,803,4.5,4.47,2.78
1.62,"Ideal","G","VS2",61.7,54,15318,7.57,7.58,4.68
0.71,"Very Good","G","SI1",63.2,58,2147,5.68,5.65,3.58
0.51,"Ideal","G","VS1",60.2,56,1852,5.2,5.24,3.14
0.33,"Good","F","VS2",63.2,56,666,4.39,4.41,2.78
2.52,"Premium","F","SI2",60.6,60,18179,8.78,8.7,5.3
1.51,"Premium","J","VS2",62.8,59,7553,7.2,7.17,4.51
0.7,"Ideal","F","SI2",65,53,2394,5.61,5.56,3.63
0.41,"Premium","H","VS1",62,56,1061,4.78,4.74,2.95
0.34,"Premium","H","VS2",61.1,58,537,4.47,4.5,2.74
0.7,"Ideal","G","SI1",62.2,56,2352,5.72,5.69,3.55
1.55,"Ideal","I","VS1",61.5,54,10384,7.42,7.58,4.61
0.91,"Very Good","I","VVS2",63.5,59,3618,6.1,6.06,3.86
1.51,"Ideal","J","VS1",61.3,61,8298,7.34,7.4,4.52
1.01,"Premium","E","SI2",60.6,58,4044,6.47,6.53,3.94
0.54,"Ideal","E","SI2",62.1,56,1250,5.22,5.18,3.23
0.31,"Very Good","J","SI1",63.5,55,465,4.33,4.3,2.74
1.2,"Premium","J","VS2",60.3,59,4715,6.9,6.94,4.17
0.41,"Very Good","G","SI2",63.4,58,784,4.73,4.7,2.99
0.71,"Very Good","D","SI1",61.1,56,2724,5.74,5.78,3.52
0.24,"Very Good","D","VVS2",61.9,58,478,4.02,4.03,2.49
0.71,"Ideal","H","VS1",61.6,57,2175,5.74,5.79,3.55
1.22,"Premium","I","SI1",61.2,59,5368,6.86,6.9,4.21
0.62,"Premium","G","VS1",62.9,58,1770,5.41,5.37,3.39
0.46,"Premium","D","VS2",60.9,58,1388,4.97,4.94,3.02
1.02,"Ideal","F","VS1",62,57,8637,6.49,6.44,4.01
1,"Premium","G","SI2",59.4,62,4172,6.5,6.47,3.85
0.5,"Good","F","SI1",62.5,60,1223,5.07,5.11,3.18
0.73,"Ideal","I","VVS2",62.3,55,2519,5.77,5.76,3.59
0.33,"Ideal","H","VVS2",61.3,56,827,4.43,4.47,2.73
0.3,"Premium","D","SI1",59.7,59,709,4.37,4.34,2.6
0.3,"Ideal","D","VS2",61.1,56,911,4.36,4.32,2.65
1.01,"Ideal","G","VVS1",61.1,56,8647,6.51,6.49,3.97
1,"Good","G","VS2",63.8,58,5242,6.37,6.29,4.04
0.23,"Very Good","F","VVS2",61.5,58,530,3.9,3.94,2.41
0.51,"Ideal","E","VS2",61.8,57,1656,5.14,5.15,3.18
1.16,"Ideal","D","VS2",62.1,57,8185,6.73,6.7,4.17
1.51,"Very Good","E","SI1",62.9,62,9474,7.21,7.31,4.57
0.4,"Ideal","G","VS2",62.1,58,859,4.68,4.72,2.92
0.73,"Fair","H","I1",66.2,56,1104,5.62,5.46,3.69
1.31,"Premium","I","VS2",61.9,59,6438,7.02,6.98,4.33
1.01,"Good","F","SI2",64,56,3768,6.25,6.32,4.02
1.01,"Very Good","E","VS1",57.7,62,8668,6.57,6.63,3.81
1.23,"Premium","G","VS1",61.8,58,8381,6.88,6.84,4.24
1.5,"Ideal","I","VS1",62.2,54,10406,7.33,7.4,4.57
0.58,"Ideal","E","VVS2",61.8,57,2694,5.37,5.4,3.33
1.02,"Good","I","SI2",57.1,62,3342,6.66,6.58,3.78
1.3,"Fair","J","SI1",66,57.1,5488,6.73,6.82,4.45
1.23,"Ideal","J","VS2",61.8,56,4986,6.87,6.81,4.23
2.02,"Ideal","H","SI2",60.8,56,11715,8.21,8.14,4.97
0.31,"Ideal","F","VS2",61.5,56,625,4.34,4.37,2.68
2.24,"Ideal","I","SI2",62.1,53.6,15730,8.38,8.41,5.21
0.95,"Premium","G","SI2",60.5,62,3671,6.44,6.36,3.88
0.57,"Ideal","F","VVS1",62.5,56,2682,5.27,5.32,3.31
0.31,"Premium","H","SI1",61.1,55,573,4.39,4.35,2.67
1.44,"Ideal","G","VS1",62.6,57,12093,7.21,7.19,4.51
0.26,"Ideal","F","IF",61.6,56,657,4.07,4.11,2.52
1.51,"Very Good","I","SI1",62.8,59,8214,7.17,7.26,4.53
0.41,"Very Good","E","VVS2",62.8,54,1187,4.72,4.77,2.98
1.51,"Premium","G","VVS2",62.9,60,13828,7.3,7.21,4.56
0.4,"Fair","H","VS2",65.1,59,704,4.58,4.63,3
0.3,"Good","J","VS1",63.4,57,394,4.23,4.26,2.69
0.93,"Good","G","SI1",63.8,58,4375,6.14,6.09,3.9
1.5,"Very Good","I","SI1",63.1,54,8408,7.34,7.31,4.62
1.04,"Good","J","SI2",63.8,56,3204,6.36,6.32,4.05
1.5,"Premium","F","SI2",60.8,59,9240,7.3,7.36,4.46
0.35,"Very Good","E","VS1",62.3,60,829,4.5,4.52,2.81
1.02,"Fair","F","VVS2",64.8,58,6863,6.22,6.28,4.05
0.7,"Fair","E","SI2",58.7,68,1723,5.77,5.72,3.37
0.33,"Ideal","H","VVS1",61.7,56,965,4.48,4.46,2.76
0.42,"Premium","G","VS2",60.1,61,1087,4.86,4.79,2.9
0.42,"Ideal","G","VVS1",61.6,55,1235,4.85,4.82,2.98
1.01,"Good","G","SI1",59.8,61,5277,6.45,6.49,3.87
0.84,"Very Good","D","SI2",63.6,57,3145,5.95,6,3.8
1.01,"Very Good","F","VS2",59.4,61,6288,6.48,6.51,3.86
0.42,"Ideal","D","VVS1",61.6,56,1547,4.79,4.82,2.96
0.31,"Very Good","E","SI1",62,58,544,4.3,4.35,2.68
1.01,"Ideal","I","SI2",62.8,57,4244,6.36,6.41,4.01
0.55,"Ideal","F","SI1",61.8,55,1415,5.27,5.22,3.24
0.71,"Very Good","G","VS2",60.9,56,2895,5.75,5.78,3.51
0.7,"Premium","F","SI1",62.1,58,2504,5.64,5.7,3.52
0.72,"Ideal","I","VVS2",61.7,55,2530,5.71,5.76,3.54
0.84,"Premium","E","SI2",62.4,58,2574,5.99,5.97,3.74
0.3,"Ideal","F","IF",60.9,56,886,4.33,4.37,2.65
0.26,"Very Good","F","VVS1",61.3,58,562,4.13,4.16,2.54
1.5,"Good","I","SI1",64.2,56,7207,7.25,7.14,4.62
1.01,"Ideal","H","SI1",62.6,55,4965,6.44,6.38,4.01
0.53,"Very Good","D","SI1",61.4,57,1631,5.2,5.26,3.21
1.7,"Ideal","J","SI2",62,53,7464,7.68,7.65,4.75
1.33,"Premium","G","SI2",61.3,59,4634,7.06,6.93,4.29
0.5,"Premium","E","SI1",59.3,59,1410,5.19,5.24,3.09
0.7,"Very Good","F","SI1",63.1,54,2278,5.64,5.67,3.57
1.06,"Ideal","E","SI1",58.8,57,5877,6.71,6.66,3.93
0.53,"Ideal","E","VS2",61.8,56,1801,5.21,5.17,3.21
1.02,"Ideal","E","SI2",61.6,55,4824,6.46,6.52,4
1,"Good","D","VS1",64,58,6250,6.27,6.21,3.99
0.39,"Very Good","F","VS2",63.3,55,1011,4.66,4.63,2.94
1.02,"Good","E","I1",63.1,60,3051,6.31,6.4,4.01
0.33,"Very Good","G","VS2",62.6,56,579,4.38,4.41,2.75
1.04,"Premium","H","SI1",60,58,3902,6.59,6.52,3.93
0.72,"Ideal","G","SI2",62.6,52,2295,5.74,5.77,3.6
1.24,"Premium","D","SI1",59.3,60,6319,7.05,7.01,4.16
0.76,"Ideal","E","VVS1",62.2,55,5056,5.86,5.82,3.63
2,"Premium","H","SI2",62.7,58,12168,8.06,8.01,5.04
1.51,"Premium","H","VS2",62.8,60,11268,7.28,7.25,4.56
1.03,"Premium","H","SI2",62.7,62,3749,6.43,6.38,4.02
0.31,"Premium","I","SI1",59.6,58,418,4.39,4.44,2.63
0.32,"Ideal","G","VVS1",61.7,56,730,4.37,4.41,2.71
0.33,"Ideal","F","VVS1",61.3,55,939,4.45,4.46,2.73
0.31,"Good","I","VS1",63.7,55,628,4.33,4.3,2.75
0.31,"Good","I","SI1",64.3,55,377,4.27,4.29,2.75
1.13,"Premium","G","IF",61.2,59,9698,6.78,6.71,4.13
1.31,"Ideal","G","VS1",61.5,57,9891,7.02,7.06,4.33
0.32,"Very Good","H","VVS1",61.7,56,672,4.4,4.43,2.72
0.31,"Very Good","F","VVS1",62.4,60,897,4.28,4.31,2.68
0.31,"Ideal","E","VS1",61.8,56,734,4.33,4.34,2.68
1,"Premium","G","I1",62.5,62,2984,6.42,6.35,3.99
1.06,"Very Good","F","SI2",60,59,4224,6.6,6.63,3.97
0.41,"Premium","F","SI2",59,58,604,4.87,4.89,2.88
0.44,"Ideal","H","SI1",61.9,56,1069,4.91,4.87,3.03
0.3,"Premium","D","SI1",58.8,57,662,4.44,4.4,2.6
0.32,"Ideal","F","VVS1",61.6,55,854,4.4,4.43,2.72
1.64,"Very Good","H","SI2",60.7,59,9632,7.61,7.65,4.63
0.35,"Ideal","F","VS2",62.1,56,906,4.57,4.54,2.83
0.5,"Ideal","H","SI1",62.1,58,1140,5.04,5.07,3.14
0.51,"Good","H","SI1",63.6,57,1116,5.09,5.04,3.22
0.51,"Ideal","G","VVS1",61,57,1933,5.17,5.19,3.16
0.3,"Ideal","F","VVS1",61.9,57,995,4.32,4.3,2.67
1,"Ideal","D","SI2",61.5,56,4956,6.45,6.41,3.95
1.25,"Premium","J","SI1",62,58,5073,6.88,6.9,4.27
1.57,"Premium","I","VS2",62.5,58,9847,7.5,7.42,4.66
2.14,"Premium","D","SI2",59.8,59,17127,8.4,8.36,5.01
0.9,"Very Good","H","SI1",58.7,59,3447,6.3,6.35,3.71
0.91,"Premium","E","VVS2",61.1,61,7006,6.24,6.2,3.8
0.7,"Ideal","D","VS1",62.3,55,3840,5.64,5.68,3.53
2.06,"Good","I","SI1",59,64,14920,8.39,8.13,4.89
0.33,"Ideal","F","VVS1",60.6,57,880,4.51,4.53,2.74
1,"Premium","F","SI2",62.6,58,4155,6.37,6.31,3.97
1.01,"Premium","G","VVS2",61.4,58,6843,6.46,6.51,3.98
0.51,"Premium","E","VVS2",59.3,59,2419,5.25,5.17,3.09
0.72,"Good","H","SI2",57.9,58,2056,5.98,5.91,3.44
0.9,"Very Good","I","SI1",60.6,56,3730,6.23,6.28,3.79
0.51,"Ideal","G","SI2",62,56,1188,5.13,5.16,3.19
0.23,"Very Good","E","VVS1",62.3,58,530,3.88,3.99,2.45
0.41,"Ideal","G","VVS1",61.8,55,1000,4.76,4.79,2.95
0.32,"Ideal","H","IF",61.4,55,814,4.42,4.47,2.73
0.3,"Very Good","G","VVS1",61.9,59,789,4.28,4.31,2.66
0.3,"Premium","H","VS2",62.2,59,608,4.31,4.28,2.67
0.51,"Ideal","E","VS2",60.8,56,1413,5.18,5.21,3.16
0.32,"Ideal","E","VVS2",62.3,56,842,4.37,4.4,2.73
1.01,"Premium","H","SI1",61.9,59,4191,6.35,6.32,3.92
0.73,"Very Good","I","VS2",59,61,2329,5.84,5.88,3.46
0.32,"Ideal","D","SI1",61.3,55,756,4.42,4.39,2.7
2.27,"Ideal","I","SI2",60.5,55,12939,8.63,8.53,5.19
2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94
1.01,"Very Good","H","VS2",63.5,61,5050,6.32,6.24,3.99
0.37,"Ideal","D","SI1",61.9,54,643,4.62,4.65,2.87
0.31,"Premium","G","VVS2",62.9,58,907,4.31,4.27,2.7
0.51,"Very Good","G","VS1",62.9,58,1656,5.05,5.1,3.19
0.57,"Ideal","E","SI2",58.8,57,1357,5.49,5.46,3.22
1.02,"Good","F","SI1",63.2,59,5301,6.35,6.38,4.02
0.9,"Good","J","SI1",64,61,2873,6,5.96,3.83
0.32,"Premium","H","VS2",61,60,505,4.35,4.41,2.67
1.03,"Ideal","F","SI1",62.4,57,6178,6.48,6.44,4.03
0.51,"Ideal","D","SI1",61.7,55,1569,5.11,5.16,3.17
0.54,"Ideal","D","VVS2",61.2,55,2323,5.31,5.25,3.23
0.41,"Premium","E","VS2",61.3,58,999,4.79,4.74,2.92
0.31,"Premium","H","SI1",61.7,59,558,4.39,4.36,2.7
1.19,"Very Good","G","VVS2",61.8,59,8689,6.75,6.77,4.18
0.32,"Premium","G","SI2",61,59,540,4.42,4.36,2.68
1.51,"Premium","H","SI2",60.7,59,5767,7.42,7.37,4.49
0.61,"Ideal","D","VVS2",60.1,57,3336,5.53,5.58,3.34
0.25,"Ideal","G","VS1",62,54,438,4.06,4.07,2.52
1.7,"Ideal","G","VS2",61.3,57,15797,7.6,7.67,4.68
0.77,"Good","D","VS2",63.1,57,3489,5.83,5.86,3.69
1.08,"Premium","G","VS1",61.5,61,6532,6.62,6.55,4.05
0.57,"Ideal","F","VVS2",62,55,2339,5.3,5.31,3.29
1.7,"Ideal","J","VS1",60.9,58,10589,7.73,7.68,4.69
1.16,"Ideal","G","VS1",60.9,55,9248,6.79,6.84,4.15
0.62,"Very Good","D","SI1",61.3,58,1949,5.47,5.49,3.36
1.04,"Very Good","G","VS1",63.1,57,6669,6.39,6.44,4.05
0.32,"Ideal","G","IF",61.4,55,898,4.42,4.44,2.72
1.24,"Premium","H","VS1",62.2,59,7222,6.9,6.83,4.27
1.51,"Ideal","H","SI1",61.9,57,8287,7.37,7.32,4.55
0.9,"Very Good","G","SI2",62.6,60,3593,6.1,6.16,3.84
1.14,"Ideal","H","VS2",61.7,57,5937,6.73,6.68,4.14
1.39,"Premium","G","SI1",61.3,59,7848,7.15,7.24,4.41
0.71,"Premium","I","VS1",61.8,58,2327,5.76,5.72,3.55
1.04,"Premium","H","I1",61.6,61,3261,6.47,6.45,3.98
0.42,"Ideal","F","SI2",62.1,56,851,4.83,4.8,2.99
0.54,"Premium","E","VS2",59,60,1687,5.38,5.32,3.15
1.23,"Ideal","H","SI2",60.6,57,5951,6.98,6.94,4.22
0.75,"Ideal","G","SI1",61.8,55,3171,5.81,5.84,3.6
1.16,"Premium","H","SI2",61.8,58,4872,6.81,6.75,4.19
0.7,"Ideal","I","VS2",62.2,55,2154,5.69,5.73,3.55
0.7,"Premium","F","VS2",60.9,61,2838,5.71,5.66,3.46
1.51,"Very Good","I","SI2",62.5,59,7400,7.27,7.32,4.56
1.01,"Ideal","I","SI2",62.4,57,4336,6.37,6.41,3.99
1.21,"Ideal","I","VVS1",61.6,55,7086,6.88,6.8,4.21
0.26,"Very Good","F","VS2",61.4,56,499,4.09,4.12,2.53
1.03,"Premium","E","VS2",62.5,59,6072,6.42,6.44,4.02
0.31,"Ideal","H","VVS1",61.6,55,687,4.37,4.4,2.7
1.11,"Premium","F","VS2",62.7,59,6863,6.58,6.62,4.14
2.13,"Premium","J","VS2",59.6,59,15110,8.43,8.37,5.01
0.52,"Ideal","F","IF",61.7,56,2393,5.16,5.18,3.19
1.51,"Premium","G","SI1",60.5,59,11230,7.49,7.41,4.51
0.42,"Ideal","F","SI1",61.9,54,838,4.87,4.83,3
1.51,"Premium","G","VS2",61.2,61,13194,7.44,7.33,4.52
0.23,"Good","E","VVS1",62.8,62,462,3.9,3.93,2.46
0.37,"Premium","G","VS1",61.5,58,957,4.6,4.57,2.82
0.81,"Ideal","H","VS2",61.6,56,3084,6.03,5.98,3.7
0.39,"Ideal","G","SI2",62,55,683,4.69,4.73,2.92
1.21,"Ideal","G","VS2",61.7,56,6478,6.85,6.83,4.22
0.62,"Very Good","I","VS1",61.8,55,1818,5.5,5.53,3.41
0.33,"Premium","G","SI1",62.3,59,631,4.44,4.39,2.75
0.7,"Good","E","VS1",60.2,61,3018,5.71,5.75,3.45
1.6,"Premium","J","VS1",61.3,59,8870,7.49,7.52,4.6
1.2,"Premium","H","SI1",62.9,55,5975,6.77,6.74,4.25
2.2,"Premium","I","SI2",61.8,54,13719,8.45,8.4,5.2
0.9,"Premium","D","SI2",62.9,56,4007,6.19,6.09,3.86
0.57,"Premium","H","SI1",59.3,58,1309,5.46,5.4,3.22
1.52,"Ideal","I","VS2",62.1,59,9465,7.3,7.35,4.55
1.54,"Ideal","I","SI2",61.4,55,5994,7.52,7.43,4.59
0.92,"Ideal","I","SI1",61.8,57,4488,6.22,6.27,3.86
0.41,"Very Good","G","VS2",60.5,56,834,4.81,4.85,2.92
0.31,"Premium","F","VS2",62.9,58,802,4.31,4.27,2.7
1,"Good","F","VS2",63.2,59,6183,6.3,6.35,4
0.35,"Ideal","F","VS1",61.9,55,782,4.53,4.58,2.82
0.53,"Premium","J","VS2",62.7,56,1093,5.18,5.15,3.24
0.36,"Premium","F","VS1",61.3,57,1013,4.58,4.56,2.8
0.7,"Very Good","H","VS1",61.2,55,2453,5.68,5.72,3.49
0.71,"Ideal","J","VS2",62.4,54,1899,5.72,5.76,3.58
0.32,"Premium","H","VS2",59.5,58,648,4.5,4.47,2.67
0.54,"Ideal","G","VVS2",62.6,57,1801,5.19,5.23,3.26
1.16,"Ideal","G","VVS1",60.5,57,9075,6.78,6.83,4.12
0.32,"Ideal","I","SI1",60.9,55,404,4.45,4.48,2.72
0.52,"Ideal","E","VS2",61.1,55,1689,5.2,5.27,3.2
0.7,"Very Good","G","VVS2",60.8,57,2931,5.72,5.76,3.49
1.02,"Very Good","E","VVS1",60.2,60,10641,6.39,6.54,3.89
0.56,"Premium","J","VS2",60.9,60,1232,5.33,5.27,3.23
1.01,"Premium","D","SI1",62.2,53,5656,6.47,6.43,4.01
1.61,"Good","H","SI2",63.8,62,9169,7.38,7.35,4.7
0.7,"Ideal","H","SI1",61.4,56,2815,5.7,5.76,3.52
0.45,"Good","H","VVS1",56.8,64,1240,5.08,4.99,2.86
0.91,"Fair","E","VS2",61.8,66,4550,6.11,6.09,3.77
0.41,"Very Good","I","VVS2",61.3,60,811,4.77,4.82,2.94
0.31,"Ideal","F","IF",61.4,56,1168,4.4,4.43,2.71
0.4,"Ideal","F","SI1",61.9,57,694,4.71,4.76,2.93
0.76,"Very Good","G","VS2",61.1,57,3170,5.84,5.95,3.6
0.32,"Ideal","H","SI2",61.4,56,420,4.4,4.43,2.71
0.9,"Very Good","E","SI1",62,62,4144,6.11,6.21,3.82
0.72,"Ideal","F","VVS1",61,56,4362,5.78,5.8,3.53
0.32,"Ideal","H","VVS1",61.6,56,730,4.39,4.41,2.71
0.9,"Premium","D","SI1",62.6,58,4304,6.15,6.11,3.84
0.51,"Ideal","G","VS1",61.4,54,1599,5.15,5.18,3.17
0.88,"Ideal","I","SI1",61.7,56,3328,6.14,6.18,3.8
0.7,"Good","E","VS2",60.1,62,2606,5.77,5.74,3.46
0.3,"Ideal","F","VVS1",62.4,54,802,4.31,4.35,2.7
0.72,"Ideal","E","VVS2",62,54.9,4094,5.75,5.78,3.57
0.43,"Very Good","G","SI1",62.9,55,754,4.83,4.87,3.05
0.74,"Ideal","F","VS1",62.3,57,3170,5.79,5.77,3.6
0.56,"Ideal","J","VS2",61.9,57,1280,5.29,5.31,3.28
0.41,"Ideal","G","VVS2",60.4,56,1007,4.8,4.83,2.91
0.43,"Ideal","G","VS1",61.1,56,1008,4.9,4.86,2.98
0.32,"Very Good","E","SI1",63.1,56,672,4.37,4.34,2.75
0.32,"Ideal","G","SI1",61.6,57,612,4.42,4.38,2.71
1.02,"Premium","G","I1",60.3,58,2815,6.55,6.5,3.94
0.6,"Premium","D","SI1",61.5,52,1814,5.5,5.43,3.36
0.32,"Ideal","I","VS2",61.3,56,576,4.43,4.38,2.7
0.32,"Very Good","G","VS2",59.9,59,548,4.46,4.48,2.67
0.3,"Very Good","F","SI1",63.5,57,641,4.27,4.24,2.7
0.79,"Ideal","I","SI1",61.6,56,2756,5.95,5.97,3.67
0.35,"Ideal","E","VVS1",60.7,57,1116,4.57,4.53,2.76
0.33,"Premium","J","VS2",59.6,61,450,4.53,4.49,2.69
0.54,"Ideal","E","VS2",60.5,56,1847,5.28,5.26,3.19
1.26,"Ideal","H","VVS2",61.8,56,8941,6.9,6.93,4.28
0.9,"Premium","H","VS2",62.6,58,3933,6.14,6.19,3.86
1.17,"Ideal","H","SI2",62.3,57,5111,6.78,6.74,4.21
0.35,"Ideal","G","VS1",62.6,54,706,4.52,4.56,2.84
1.56,"Premium","J","VS1",61.1,59,8324,7.49,7.52,4.58
0.52,"Ideal","E","VS2",61.3,57,1576,5.19,5.22,3.19
2.26,"Ideal","G","SI2",61.9,57,12831,8.44,8.36,5.2
0.31,"Premium","G","VVS1",62.1,59,1046,4.35,4.32,2.69
0.46,"Ideal","G","IF",61.6,54,1558,4.97,5,3.07
0.56,"Very Good","G","VS2",63.4,58,1590,5.23,5.28,3.33
1.01,"Very Good","G","VVS1",63.1,59,7412,6.42,6.33,4.02
0.74,"Premium","F","VS2",61.7,58,2805,5.85,5.78,3.59
0.9,"Good","F","SI2",61.9,62,3267,6.07,6.12,3.77
0.38,"Premium","H","SI1",61.2,62,812,4.66,4.62,2.84
0.34,"Premium","G","VS2",61.2,59,596,4.43,4.49,2.73
0.42,"Ideal","G","VVS2",62.7,57,938,4.73,4.78,2.98
0.26,"Very Good","F","VS2",62.9,59,453,4.04,4.07,2.55
0.5,"Ideal","I","SI1",59.8,59,1031,5.18,5.15,3.09
1.01,"Very Good","E","VS2",60.9,57,6399,6.41,6.47,3.92
1.25,"Very Good","H","VS2",62.9,60,7227,6.77,6.83,4.28
0.31,"Ideal","I","SI1",62.7,56,408,4.3,4.34,2.71
1.12,"Premium","H","SI2",62.4,58,4250,6.63,6.58,4.12
0.6,"Very Good","D","VS1",61.4,59,2431,5.41,5.44,3.33
1.27,"Very Good","G","VVS2",61.5,58,10321,6.9,6.96,4.26
0.32,"Very Good","D","VVS2",61.1,59,804,4.39,4.42,2.69
0.36,"Ideal","F","VS1",61.9,56,789,4.56,4.59,2.83
0.73,"Ideal","D","VS2",62.7,53,3412,5.76,5.79,3.62
0.56,"Ideal","E","VS1",61,57,1978,5.32,5.34,3.25
0.4,"Ideal","I","VVS1",63,55,790,4.7,4.73,2.97
0.8,"Ideal","E","SI1",62,57,3297,5.97,5.94,3.69
1.51,"Premium","G","SI1",59.6,60,11129,7.47,7.43,4.44
0.7,"Very Good","F","SI2",56.9,62,2177,5.87,5.9,3.35
1.51,"Very Good","G","VS1",63.1,55,12603,7.34,7.3,4.62
1.01,"Ideal","G","VS2",59.8,61,6132,6.51,6.54,3.9
0.52,"Ideal","G","VVS1",62.1,56,1829,5.15,5.17,3.2
1.09,"Ideal","G","VS2",62.3,57,6480,6.6,6.57,4.1
0.95,"Premium","I","SI2",62.5,58,3237,6.3,6.24,3.92
0.8,"Very Good","H","SI2",62.7,57,2294,5.88,5.95,3.71
1.5,"Ideal","G","VS2",60.7,54,13135,7.41,7.48,4.53
0.32,"Premium","D","SI1",62.6,58,756,4.36,4.33,2.72
0.32,"Premium","H","VS2",61.4,60,505,4.39,4.41,2.7
0.38,"Premium","F","VS1",62.4,59,998,4.63,4.57,2.87
0.71,"Very Good","I","VS2",62.8,59,2185,5.64,5.67,3.55
0.47,"Good","G","VS2",60.1,60.3,1226,5.02,5.07,3.03
2.11,"Very Good","G","I1",63.2,57,7834,8.13,8.07,5.12
0.97,"Very Good","F","SI2",59.6,59,3977,6.41,6.47,3.84
1.52,"Premium","F","SI2",60.7,61,6554,7.47,7.36,4.5
1.01,"Good","H","SI1",62.9,57,4496,6.27,6.36,3.97
0.3,"Premium","I","VS1",59.8,60,473,4.34,4.36,2.6
0.3,"Good","H","VVS2",63.7,55,605,4.24,4.27,2.71
0.79,"Ideal","I","SI1",61.2,55,2507,5.95,5.98,3.65
1.16,"Fair","F","VS1",57.8,67,7094,6.97,6.84,3.99
1.84,"Ideal","J","VS1",62.4,56,8828,7.84,7.8,4.89
1.21,"Premium","J","VS2",59.9,59,4841,6.92,6.86,4.13
0.36,"Premium","G","SI2",62.4,58,473,4.56,4.58,2.85
